Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Name
6,89,No,5,5,79.0,Charlie_998
3,91,Yes,7,9,74.0,David_998
2,93,Yes,9,0,69.0,Eve_998
7,53,Yes,5,7,44.0,Alice_999
1,74,Yes,8,5,50.0,Bob_999
3,67,Yes,6,0,48.0,Charlie_999
4,97,No,4,3,77.0,David_999
1,69,No,5,5,46.0,Eve_999
5,65,Yes,6,9,51.0,Alice_1000
3,46,Yes,5,0,23.0,Bob_1000
2,78,Yes,5,9,56.0,Charlie_1000
3,70,Yes,5,4,47.0,David_1000
8,44,No,8,2,42.0,Eve_1000
6,74,Yes,7,6,64.0,Alice_1001
7,89,Yes,5,7,80.0,Bob_1001
6,86,Yes,8,2,73.0,Charlie_1001
6,91,Yes,4,9,80.0,David_1001
3,53,No,7,2,34.0,Eve_1001
8,75,Yes,8,2,69.0,Alice_1002
7,66,No,4,5,54.0,Bob_1002
7,63,No,7,5,56.0,Charlie_1002
6,79,Yes,8,2,66.0,David_1002
5,68,Yes,4,5,53.0,Eve_1002
8,92,Yes,8,8,89.0,Alice_1003
5,84,Yes,4,7,70.0,Bob_1003
9,61,Yes,5,6,59.0,Charlie_1003
9,47,No,5,6,41.0,David_1003
1,54,No,7,7,28.0,Eve_1003
6,88,No,4,6,75.0,Alice_1004
7,44,No,5,2,34.0,Bob_1004
3,91,No,7,7,68.0,Charlie_1004
7,43,Yes,6,7,32.0,David_1004
7,50,Yes,5,0,44.0,Eve_1004
2,57,No,5,9,35.0,Alice_1005
7,81,Yes,9,4,74.0,Bob_1005
1,88,Yes,8,4,64.0,Charlie_1005
5,69,No,6,0,57.0,David_1005
9,54,No,4,5,46.0,Eve_1005
7,45,No,7,5,36.0,Alice_1006
7,94,Yes,6,3,85.0,Bob_1006
2,92,No,4,5,71.0,Charlie_1006
8,55,No,5,5,49.0,David_1006
3,86,Yes,9,0,71.0,Eve_1006
8,79,Yes,7,4,76.0,Alice_1007
3,48,No,7,1,26.0,Bob_1007
7,82,Yes,6,6,74.0,Charlie_1007
2,98,No,8,8,78.0,David_1007
4,73,Yes,4,8,59.0,Eve_1007
6,66,No,9,8,55.0,Alice_1008
9,52,Yes,9,6,51.0,Bob_1008
5,75,Yes,6,6,57.0,Charlie_1008
9,66,Yes,8,0,63.0,David_1008
5,48,No,8,5,37.0,Eve_1008
8,44,No,8,4,41.0,Alice_1009
1,90,No,7,7,67.0,Bob_1009
7,61,Yes,4,7,56.0,Charlie_1009
4,70,Yes,4,3,51.0,David_1009
5,42,Yes,6,0,26.0,Eve_1009
6,69,No,5,5,56.0,Alice_1010
5,60,Yes,6,9,48.0,Bob_1010
1,74,No,4,0,52.0,Charlie_1010
9,45,No,7,4,42.0,David_1010
2,67,No,6,4,41.0,Eve_1010
9,71,No,5,2,64.0,Alice_1011
2,81,No,9,4,57.0,Bob_1011
9,76,Yes,6,5,72.0,Charlie_1011
6,64,Yes,8,4,52.0,David_1011
9,71,Yes,5,0,67.0,Eve_1011
6,74,Yes,8,6,61.0,Alice_1012
6,61,Yes,7,2,51.0,Bob_1012
2,63,Yes,4,6,42.0,Charlie_1012
8,78,No,6,4,71.0,David_1012
3,93,Yes,6,2,74.0,Eve_1012
7,69,No,8,5,62.0,Alice_1013
5,89,No,8,0,76.0,Bob_1013
3,71,No,4,5,50.0,Charlie_1013
1,70,No,6,3,42.0,David_1013
8,62,No,4,3,55.0,Eve_1013
3,79,Yes,8,4,60.0,Alice_1014
2,72,Yes,9,8,52.0,Bob_1014
1,64,Yes,8,0,36.0,Charlie_1014
4,75,No,5,2,53.0,David_1014
8,63,Yes,8,3,54.0,Eve_1014
3,70,Yes,8,1,47.0,Alice_1015
1,97,No,9,8,70.0,Bob_1015
4,78,No,4,6,62.0,Charlie_1015
9,85,Yes,5,0,82.0,David_1015
1,52,No,5,8,26.0,Eve_1015
2,49,No,6,5,25.0,Alice_1016
9,62,No,9,1,55.0,Bob_1016
2,57,Yes,7,0,34.0,Charlie_1016
3,71,No,6,5,51.0,David_1016
7,72,No,6,6,63.0,Eve_1016
3,75,No,6,9,54.0,Alice_1017
9,67,No,5,5,62.0,Bob_1017
6,55,No,4,6,43.0,Charlie_1017
3,55,Yes,8,5,34.0,David_1017
9,57,Yes,5,7,56.0,Eve_1017
1,47,No,8,1,24.0,Alice_1018
3,81,No,8,8,65.0,Bob_1018
1,55,Yes,7,8,31.0,Charlie_1018
2,94,Yes,6,8,72.0,David_1018
8,95,No,7,6,90.0,Eve_1018
7,50,No,6,8,43.0,Alice_1019
2,45,Yes,5,0,23.0,Bob_1019
2,40,No,8,2,18.0,Charlie_1019
9,51,No,7,1,44.0,David_1019
6,96,Yes,9,0,84.0,Eve_1019
5,77,Yes,5,4,62.0,Alice_1020
6,67,Yes,5,0,56.0,Bob_1020
9,84,Yes,9,2,87.0,Charlie_1020
7,97,No,6,5,89.0,David_1020
9,56,No,8,5,55.0,Eve_1020
4,40,No,6,2,18.0,Alice_1021
2,71,No,6,3,46.0,Bob_1021
8,47,Yes,5,6,42.0,Charlie_1021
4,93,Yes,6,5,72.0,David_1021
9,79,No,4,1,75.0,Eve_1021
4,95,No,9,8,79.0,Alice_1022
8,82,No,9,5,78.0,Bob_1022
9,85,Yes,8,1,81.0,Charlie_1022
9,63,Yes,9,6,63.0,David_1022
4,49,Yes,6,9,35.0,Eve_1022
1,86,No,6,9,63.0,Alice_1023
3,78,No,7,3,59.0,Bob_1023
9,78,No,8,0,76.0,Charlie_1023
4,49,Yes,8,9,33.0,David_1023
5,75,No,9,8,62.0,Eve_1023
7,64,Yes,6,9,58.0,Alice_1024
5,99,No,4,7,82.0,Bob_1024
4,89,No,7,4,73.0,Charlie_1024
2,98,Yes,4,2,75.0,David_1024
2,96,Yes,6,3,71.0,Eve_1024
4,49,No,8,2,30.0,Alice_1025
9,58,Yes,8,9,58.0,Bob_1025
8,85,Yes,4,7,80.0,Charlie_1025
3,84,Yes,5,4,65.0,David_1025
9,54,Yes,6,7,51.0,Eve_1025
5,55,Yes,8,0,44.0,Alice_1026
3,41,No,9,8,23.0,Bob_1026
5,68,No,5,9,56.0,Charlie_1026
4,43,No,8,2,25.0,David_1026
8,92,No,9,0,89.0,Eve_1026
5,89,Yes,8,2,75.0,Alice_1027
8,68,No,5,1,60.0,Bob_1027
9,70,Yes,4,6,64.0,Charlie_1027
4,56,No,6,9,40.0,David_1027
7,49,No,5,3,37.0,Eve_1027
2,66,Yes,5,6,42.0,Alice_1028
6,92,No,8,2,78.0,Bob_1028
8,80,No,9,5,72.0,Charlie_1028
7,54,No,5,6,44.0,David_1028
7,99,No,6,6,89.0,Eve_1028
8,83,No,4,4,77.0,Alice_1029
7,70,No,9,5,62.0,Bob_1029
5,60,No,4,2,46.0,Charlie_1029
7,99,Yes,4,3,94.0,David_1029
3,98,No,6,5,80.0,Eve_1029
5,97,No,8,2,83.0,Alice_1030
7,80,No,9,6,74.0,Bob_1030
9,85,No,9,2,85.0,Charlie_1030
2,84,No,6,8,61.0,David_1030
4,99,No,9,3,85.0,Eve_1030
7,65,Yes,5,1,58.0,Alice_1031
1,77,No,7,5,52.0,Bob_1031
2,90,No,7,8,69.0,Charlie_1031
9,75,Yes,7,9,78.0,David_1031
7,91,Yes,4,9,82.0,Eve_1031
7,56,No,9,1,47.0,Alice_1032
6,90,No,6,3,79.0,Bob_1032
3,42,No,9,4,21.0,Charlie_1032
3,53,Yes,6,8,33.0,David_1032
2,88,Yes,9,6,65.0,Eve_1032
6,52,No,4,4,35.0,Alice_1033
4,80,No,5,5,63.0,Bob_1033
5,66,Yes,7,8,50.0,Charlie_1033
3,40,Yes,7,3,18.0,David_1033
6,96,Yes,9,1,88.0,Eve_1033
3,56,Yes,4,4,35.0,Alice_1034
8,87,No,7,6,82.0,Bob_1034
9,89,Yes,9,3,87.0,Charlie_1034
4,73,Yes,8,0,59.0,David_1034
9,53,No,9,7,56.0,Eve_1034
7,93,Yes,6,4,86.0,Alice_1035
3,94,No,7,9,70.0,Bob_1035
7,98,Yes,7,1,90.0,Charlie_1035
1,56,No,8,2,28.0,David_1035
3,42,Yes,5,9,21.0,Eve_1035
6,73,No,9,9,64.0,Alice_1036
4,79,No,5,4,61.0,Bob_1036
7,64,Yes,9,3,54.0,Charlie_1036
3,41,No,8,8,20.0,David_1036
1,73,No,5,8,49.0,Eve_1036
9,65,Yes,4,7,65.0,Alice_1037
6,70,No,8,1,61.0,Bob_1037
8,48,No,9,4,40.0,Charlie_1037
3,69,Yes,6,7,49.0,David_1037
8,59,Yes,6,7,52.0,Eve_1037
2,60,No,6,6,38.0,Alice_1038
4,68,No,9,3,51.0,Bob_1038
3,98,No,7,2,76.0,Charlie_1038
1,64,No,8,7,42.0,David_1038
7,77,No,8,7,68.0,Eve_1038
2,97,Yes,5,9,77.0,Alice_1039
4,83,No,8,4,65.0,Bob_1039
9,64,Yes,8,2,63.0,Charlie_1039
6,48,Yes,5,4,35.0,David_1039
8,78,Yes,8,3,71.0,Eve_1039
2,83,Yes,8,7,64.0,Alice_1040
7,65,No,4,1,53.0,Bob_1040
6,96,No,9,7,87.0,Charlie_1040
9,76,No,5,9,71.0,David_1040
7,55,Yes,4,5,43.0,Eve_1040
1,76,Yes,7,3,54.0,Alice_1041
8,51,No,5,2,44.0,Bob_1041
3,63,Yes,9,9,45.0,Charlie_1041
2,65,No,8,4,42.0,David_1041
3,59,Yes,8,5,38.0,Eve_1041
6,48,Yes,4,0,36.0,Alice_1042
3,62,Yes,4,0,43.0,Bob_1042
5,78,Yes,7,9,67.0,Charlie_1042
6,68,Yes,7,2,58.0,David_1042
8,70,Yes,9,1,64.0,Eve_1042
7,58,Yes,8,0,51.0,Alice_1043
8,59,No,6,7,57.0,Bob_1043
3,62,No,7,0,40.0,Charlie_1043
4,82,Yes,8,9,68.0,David_1043
6,66,Yes,7,7,58.0,Eve_1043
7,69,No,5,4,63.0,Alice_1044
9,60,Yes,4,3,56.0,Bob_1044
1,83,No,8,7,60.0,Charlie_1044
8,74,No,7,7,68.0,David_1044
8,88,No,4,7,82.0,Eve_1044
6,46,No,6,2,33.0,Alice_1045
4,61,No,7,7,47.0,Bob_1045
3,49,Yes,8,0,32.0,Charlie_1045
3,62,Yes,5,3,39.0,David_1045
6,54,No,4,4,41.0,Eve_1045
8,69,Yes,4,5,61.0,Alice_1046
7,73,No,5,4,63.0,Bob_1046
1,52,Yes,8,4,27.0,Charlie_1046
6,99,Yes,9,4,88.0,David_1046
7,43,Yes,6,8,35.0,Eve_1046
7,57,Yes,9,9,48.0,Alice_1047
9,95,Yes,5,9,95.0,Bob_1047
5,62,Yes,6,2,48.0,Charlie_1047
1,72,Yes,8,1,45.0,David_1047
2,73,Yes,7,9,49.0,Eve_1047
4,73,No,7,1,57.0,Alice_1048
5,75,No,9,7,61.0,Bob_1048
9,74,Yes,8,4,75.0,Charlie_1048
1,56,Yes,6,4,26.0,David_1048
3,67,Yes,9,5,47.0,Eve_1048
5,53,No,5,8,37.0,Alice_1049
3,73,Yes,9,6,55.0,Bob_1049
4,87,Yes,8,4,73.0,Charlie_1049
3,50,No,8,4,30.0,David_1049
4,96,No,7,9,80.0,Eve_1049
1,52,No,5,8,24.0,Alice_1050
8,72,Yes,7,8,66.0,Bob_1050
4,96,No,6,1,77.0,Charlie_1050
7,94,Yes,6,6,86.0,David_1050
2,41,No,4,9,13.0,Eve_1050
2,73,Yes,8,0,52.0,Alice_1051
6,92,Yes,5,3,80.0,Bob_1051
2,68,Yes,5,1,44.0,Charlie_1051
6,76,No,7,9,68.0,David_1051
2,43,Yes,9,8,23.0,Eve_1051
4,51,Yes,9,5,36.0,Alice_1052
7,65,Yes,7,3,58.0,Bob_1052
8,97,No,9,2,91.0,Charlie_1052
3,67,Yes,5,3,48.0,David_1052
9,42,Yes,7,1,40.0,Eve_1052
2,59,Yes,9,4,33.0,Alice_1053
8,49,Yes,4,8,46.0,Bob_1053
8,91,No,8,5,87.0,Charlie_1053
4,57,Yes,4,1,39.0,David_1053
1,92,No,9,5,70.0,Eve_1053
1,92,No,6,8,67.0,Alice_1054
2,92,Yes,5,3,68.0,Bob_1054
9,66,No,4,0,61.0,Charlie_1054
2,70,No,4,1,51.0,David_1054
2,66,No,7,4,43.0,Eve_1054
6,81,Yes,7,9,70.0,Alice_1055
7,40,No,7,6,34.0,Bob_1055
7,45,No,9,7,33.0,Charlie_1055
9,50,Yes,6,2,46.0,David_1055
6,73,Yes,4,8,60.0,Eve_1055
8,78,No,8,1,73.0,Alice_1056
6,59,No,7,3,47.0,Bob_1056
2,92,No,6,3,67.0,Charlie_1056
1,60,Yes,9,5,37.0,David_1056
5,60,No,6,9,44.0,Eve_1056
9,57,Yes,7,5,55.0,Alice_1057
8,60,No,5,2,52.0,Bob_1057
4,58,No,4,8,42.0,Charlie_1057
5,43,Yes,7,4,28.0,David_1057
5,52,No,8,1,31.0,Eve_1057
6,57,Yes,4,5,42.0,Alice_1058
3,91,No,6,2,71.0,Bob_1058
5,68,Yes,8,7,54.0,Charlie_1058
2,64,Yes,4,2,42.0,David_1058
1,95,No,8,4,68.0,Eve_1058
1,52,Yes,6,3,27.0,Alice_1059
7,66,No,7,3,59.0,Bob_1059
2,99,Yes,8,1,77.0,Charlie_1059
4,58,Yes,7,7,43.0,David_1059
5,88,Yes,6,2,73.0,Eve_1059
7,40,No,6,3,31.0,Alice_1060
2,77,Yes,8,5,55.0,Bob_1060
6,58,Yes,8,8,49.0,Charlie_1060
1,91,Yes,6,3,65.0,David_1060
7,40,No,8,2,30.0,Eve_1060
9,79,No,8,4,75.0,Alice_1061
5,56,Yes,8,8,43.0,Bob_1061
5,60,Yes,9,0,49.0,Charlie_1061
4,61,No,8,4,44.0,David_1061
3,54,Yes,4,3,35.0,Eve_1061
9,89,Yes,6,4,88.0,Alice_1062
5,78,Yes,6,6,65.0,Bob_1062
8,87,Yes,5,6,82.0,Charlie_1062
9,78,Yes,7,6,76.0,David_1062
5,71,Yes,5,0,54.0,Eve_1062
9,88,No,8,8,90.0,Alice_1063
2,43,Yes,8,6,23.0,Bob_1063
9,83,Yes,4,3,79.0,Charlie_1063
4,84,No,4,3,65.0,David_1063
6,71,No,4,1,59.0,Eve_1063
6,43,No,4,5,28.0,Alice_1064
6,92,No,4,9,79.0,Bob_1064
2,40,Yes,4,2,11.0,Charlie_1064
7,72,No,4,0,61.0,David_1064
6,46,Yes,4,4,36.0,Eve_1064
1,48,No,9,5,22.0,Alice_1065
2,40,No,4,4,20.0,Bob_1065
7,55,No,6,4,45.0,Charlie_1065
1,57,Yes,4,9,32.0,David_1065
1,93,No,7,7,68.0,Eve_1065
1,86,No,4,9,55.0,Alice_1066
8,45,No,9,0,38.0,Bob_1066
4,41,Yes,8,7,23.0,Charlie_1066
4,48,Yes,9,6,33.0,David_1066
2,43,No,9,0,22.0,Eve_1066
1,84,Yes,8,8,60.0,Alice_1067
9,62,No,4,3,58.0,Bob_1067
7,93,Yes,4,6,84.0,Charlie_1067
4,82,No,8,2,67.0,David_1067
6,84,Yes,7,7,79.0,Eve_1067
2,82,No,5,3,61.0,Alice_1068
7,90,Yes,6,1,80.0,Bob_1068
2,47,Yes,8,1,27.0,Charlie_1068
8,78,No,4,7,72.0,David_1068
8,64,No,6,7,61.0,Eve_1068
1,55,Yes,4,0,25.0,Alice_1069
8,74,No,5,5,67.0,Bob_1069
2,56,No,5,8,33.0,Charlie_1069
6,57,No,8,8,46.0,David_1069
1,99,No,6,1,73.0,Eve_1069
5,66,Yes,9,7,54.0,Alice_1070
7,54,No,6,7,44.0,Bob_1070
1,99,Yes,9,3,74.0,Charlie_1070
2,56,Yes,5,3,31.0,David_1070
7,82,No,4,4,73.0,Eve_1070
6,44,No,9,9,34.0,Alice_1071
3,55,Yes,9,6,36.0,Bob_1071
2,54,No,8,0,27.0,Charlie_1071
4,81,No,7,8,66.0,David_1071
3,85,Yes,5,2,66.0,Eve_1071
7,73,Yes,9,3,64.0,Alice_1072
8,87,Yes,5,6,82.0,Bob_1072
2,58,No,8,4,34.0,Charlie_1072
7,47,No,4,4,38.0,David_1072
8,86,Yes,6,0,79.0,Eve_1072
6,49,Yes,5,1,35.0,Alice_1073
6,44,No,8,4,33.0,Bob_1073
1,91,No,8,1,65.0,Charlie_1073
4,87,No,8,0,69.0,David_1073
1,92,Yes,6,9,66.0,Eve_1073
4,65,No,5,2,45.0,Alice_1074
2,61,No,9,0,37.0,Bob_1074
5,83,Yes,8,9,71.0,Charlie_1074
9,62,No,6,7,59.0,David_1074
3,52,Yes,4,7,32.0,Eve_1074
8,48,No,7,7,40.0,Alice_1075
3,88,Yes,5,6,73.0,Bob_1075
6,59,Yes,6,6,48.0,Charlie_1075
4,67,Yes,7,1,52.0,David_1075
8,83,No,7,8,79.0,Eve_1075
6,96,No,6,6,85.0,Alice_1076
8,76,No,9,4,72.0,Bob_1076
1,63,No,9,3,39.0,Charlie_1076
6,83,Yes,6,7,72.0,David_1076
1,72,No,6,4,51.0,Eve_1076
1,59,No,8,5,36.0,Alice_1077
8,99,Yes,4,3,89.0,Bob_1077
7,87,Yes,9,1,82.0,Charlie_1077
3,69,Yes,8,6,51.0,David_1077
6,83,Yes,7,1,75.0,Eve_1077
9,48,No,7,6,44.0,Alice_1078
7,84,Yes,7,6,72.0,Bob_1078
3,88,No,6,0,66.0,Charlie_1078
6,56,No,5,9,41.0,David_1078
4,75,Yes,8,9,59.0,Eve_1078
3,53,Yes,5,2,31.0,Alice_1079
9,58,Yes,4,2,54.0,Bob_1079
2,46,Yes,4,5,23.0,Charlie_1079
1,98,Yes,8,2,75.0,David_1079
2,42,No,7,8,21.0,Eve_1079
7,72,Yes,9,4,69.0,Alice_1080
1,83,No,4,5,56.0,Bob_1080
6,71,Yes,5,5,60.0,Charlie_1080
7,86,No,5,7,79.0,David_1080
9,50,No,9,9,47.0,Eve_1080
8,81,No,6,2,72.0,Alice_1081
6,41,Yes,7,8,31.0,Bob_1081
3,65,Yes,6,6,45.0,Charlie_1081
8,43,Yes,8,5,40.0,David_1081
7,56,No,4,0,46.0,Eve_1081
3,56,No,9,3,38.0,Alice_1082
9,67,Yes,9,4,64.0,Bob_1082
2,69,Yes,9,1,46.0,Charlie_1082
3,79,No,6,0,58.0,David_1082
2,62,No,6,1,37.0,Eve_1082
1,85,Yes,8,7,62.0,Alice_1083
4,63,Yes,5,9,49.0,Bob_1083
5,68,Yes,5,5,53.0,Charlie_1083
6,43,No,8,9,30.0,David_1083
5,77,No,9,1,59.0,Eve_1083
1,68,Yes,5,8,40.0,Alice_1084
3,58,Yes,8,7,37.0,Bob_1084
1,66,Yes,5,3,41.0,Charlie_1084
5,68,Yes,8,9,56.0,David_1084
5,95,Yes,5,6,81.0,Eve_1084
6,75,No,9,2,66.0,Alice_1085
8,74,Yes,6,5,71.0,Bob_1085
1,91,No,6,2,64.0,Charlie_1085
4,45,No,9,9,31.0,David_1085
1,98,No,5,2,72.0,Eve_1085
9,62,No,9,8,57.0,Alice_1086
7,78,No,8,5,67.0,Bob_1086
7,85,No,6,7,76.0,Charlie_1086
5,83,No,4,3,68.0,David_1086
7,87,No,5,3,78.0,Eve_1086
2,91,Yes,4,7,68.0,Alice_1087
4,47,Yes,4,6,25.0,Bob_1087
7,94,Yes,7,4,86.0,Charlie_1087
3,41,Yes,4,1,15.0,David_1087
2,52,Yes,4,5,28.0,Eve_1087
2,79,No,9,0,58.0,Alice_1088
1,96,No,7,6,72.0,Bob_1088
5,60,No,7,8,45.0,Charlie_1088
6,70,No,7,4,59.0,David_1088
6,91,No,8,4,78.0,Eve_1088
9,87,Yes,7,6,84.0,Alice_1089
4,75,Yes,9,4,56.0,Bob_1089
1,87,No,8,9,62.0,Charlie_1089
6,91,Yes,5,3,78.0,David_1089
5,77,Yes,8,0,62.0,Eve_1089
6,66,Yes,5,5,54.0,Alice_1090
3,75,Yes,7,8,57.0,Bob_1090
2,87,Yes,7,3,61.0,Charlie_1090
6,62,No,5,9,49.0,David_1090
1,94,Yes,6,3,71.0,Eve_1090
7,60,Yes,9,4,55.0,Alice_1091
7,52,No,8,5,44.0,Bob_1091
7,76,No,9,2,68.0,Charlie_1091
1,86,No,9,8,60.0,David_1091
4,65,No,4,0,45.0,Eve_1091
7,79,No,7,5,72.0,Alice_1092
9,46,No,8,5,41.0,Bob_1092
5,85,No,9,7,73.0,Charlie_1092
2,78,No,8,4,57.0,David_1092
7,61,Yes,9,8,55.0,Eve_1092
1,78,No,7,8,53.0,Alice_1093
7,62,No,9,1,53.0,Bob_1093
6,97,Yes,5,4,87.0,Charlie_1093
7,69,No,7,6,61.0,David_1093
3,57,No,8,1,38.0,Eve_1093
3,81,No,6,6,60.0,Alice_1094
7,57,No,9,8,49.0,Bob_1094
2,85,Yes,5,7,64.0,Charlie_1094
1,49,Yes,7,9,23.0,David_1094
9,78,No,4,8,72.0,Eve_1094
9,69,Yes,7,3,71.0,Alice_1095
7,65,Yes,8,7,59.0,Bob_1095
7,46,Yes,8,8,38.0,Charlie_1095
3,46,Yes,4,9,24.0,David_1095
2,44,Yes,5,1,18.0,Eve_1095
7,40,Yes,8,9,33.0,Alice_1096
9,85,No,5,2,81.0,Bob_1096
1,57,No,5,0,30.0,Charlie_1096
4,52,Yes,7,0,32.0,David_1096
6,64,Yes,5,9,50.0,Eve_1096
7,79,Yes,9,5,73.0,Alice_1097
7,47,No,8,0,38.0,Bob_1097
2,49,No,8,4,28.0,Charlie_1097
4,71,No,6,5,57.0,David_1097
5,56,No,5,8,41.0,Eve_1097
1,77,No,6,5,52.0,Alice_1098
1,54,No,7,3,26.0,Bob_1098
3,54,Yes,6,0,28.0,Charlie_1098
3,96,No,5,5,74.0,David_1098
8,87,No,8,6,81.0,Eve_1098
9,79,No,7,4,81.0,Alice_1099
1,90,Yes,5,5,61.0,Bob_1099
2,59,No,7,9,38.0,Charlie_1099
2,54,Yes,4,7,29.0,David_1099
4,74,Yes,5,0,57.0,Eve_1099
2,45,No,4,7,21.0,Alice_1100
7,69,No,6,1,57.0,Bob_1100
9,96,No,5,1,94.0,Charlie_1100
7,47,Yes,4,7,39.0,David_1100
6,70,No,9,1,59.0,Eve_1100
1,87,Yes,8,7,64.0,Alice_1101
9,86,Yes,6,4,83.0,Bob_1101
5,71,No,5,8,53.0,Charlie_1101
5,84,No,5,8,70.0,David_1101
6,97,No,8,7,92.0,Eve_1101
9,91,Yes,8,8,92.0,Alice_1102
8,54,No,4,6,47.0,Bob_1102
8,57,Yes,4,7,51.0,Charlie_1102
8,52,No,4,5,45.0,David_1102
1,63,Yes,7,8,34.0,Eve_1102
1,79,No,6,1,50.0,Alice_1103
8,53,No,5,2,45.0,Bob_1103
5,67,Yes,6,1,54.0,Charlie_1103
9,50,Yes,8,5,52.0,David_1103
2,45,No,9,2,20.0,Eve_1103
9,95,Yes,6,0,93.0,Alice_1104
8,64,Yes,6,3,53.0,Bob_1104
9,40,Yes,4,4,35.0,Charlie_1104
4,64,Yes,8,3,48.0,David_1104
1,41,No,6,5,18.0,Eve_1104
1,71,Yes,5,2,43.0,Alice_1105
5,52,No,4,9,36.0,Bob_1105
2,72,No,6,5,51.0,Charlie_1105
8,71,No,8,9,65.0,David_1105
5,95,Yes,9,0,81.0,Eve_1105
5,63,No,5,5,45.0,Alice_1106
2,66,No,9,7,46.0,Bob_1106
7,43,No,8,9,32.0,Charlie_1106
8,63,No,8,7,60.0,David_1106
1,62,No,8,0,33.0,Eve_1106
2,68,Yes,9,6,45.0,Alice_1107
4,73,No,7,9,54.0,Bob_1107
5,60,Yes,5,9,46.0,Charlie_1107
2,69,No,8,3,49.0,David_1107
1,65,No,7,5,38.0,Eve_1107
9,59,Yes,4,5,53.0,Alice_1108
1,55,Yes,7,4,30.0,Bob_1108
4,42,No,4,9,24.0,Charlie_1108
2,88,No,9,8,69.0,David_1108
4,76,No,7,9,57.0,Eve_1108
8,97,No,9,7,94.0,Alice_1109
8,79,No,8,5,77.0,Bob_1109
9,83,Yes,7,3,79.0,Charlie_1109
5,64,No,7,3,50.0,David_1109
7,62,No,8,8,52.0,Eve_1109
3,83,Yes,4,3,64.0,Alice_1110
4,98,Yes,8,6,86.0,Bob_1110
9,40,No,5,5,33.0,Charlie_1110
1,72,Yes,7,1,47.0,David_1110
2,54,Yes,5,4,31.0,Eve_1110
5,56,Yes,8,2,42.0,Alice_1111
3,73,No,9,8,54.0,Bob_1111
2,56,No,8,9,33.0,Charlie_1111
1,91,No,6,0,61.0,David_1111
3,97,Yes,5,9,78.0,Eve_1111
1,80,No,6,3,55.0,Alice_1112
1,83,No,5,3,59.0,Bob_1112
1,43,Yes,9,8,20.0,Charlie_1112
8,52,No,6,0,43.0,David_1112
3,43,Yes,6,1,19.0,Eve_1112
1,46,Yes,5,0,17.0,Alice_1113
7,85,Yes,8,0,73.0,Bob_1113
3,98,Yes,4,0,72.0,Charlie_1113
8,48,No,8,2,39.0,David_1113
4,62,No,4,3,44.0,Eve_1113
4,72,No,5,9,52.0,Alice_1114
5,72,Yes,7,1,58.0,Bob_1114
6,59,No,8,0,45.0,Charlie_1114
7,43,No,6,4,36.0,David_1114
4,40,Yes,8,5,22.0,Eve_1114
8,93,Yes,5,1,86.0,Alice_1115
6,81,No,7,2,68.0,Bob_1115
1,73,Yes,7,9,47.0,Charlie_1115
1,66,No,8,2,40.0,David_1115
9,60,Yes,8,1,58.0,Eve_1115
6,63,Yes,9,3,53.0,Alice_1116
8,54,No,8,4,46.0,Bob_1116
7,74,Yes,5,7,66.0,Charlie_1116
6,64,Yes,4,5,49.0,David_1116
4,94,Yes,9,8,77.0,Eve_1116
7,48,No,4,2,36.0,Alice_1117
9,56,No,6,9,55.0,Bob_1117
7,60,No,5,8,49.0,Charlie_1117
1,99,Yes,9,3,76.0,David_1117
9,52,Yes,7,7,45.0,Eve_1117
4,42,Yes,9,9,28.0,Alice_1118
3,43,Yes,6,6,25.0,Bob_1118
4,43,No,7,6,27.0,Charlie_1118
4,82,No,9,8,67.0,David_1118
2,67,Yes,7,9,44.0,Eve_1118
1,46,No,8,1,18.0,Alice_1119
1,65,No,7,4,37.0,Bob_1119
8,50,No,9,2,43.0,Charlie_1119
2,63,Yes,7,6,43.0,David_1119
5,82,No,5,2,66.0,Eve_1119
4,49,No,8,4,34.0,Alice_1120
8,76,No,8,4,77.0,Bob_1120
2,52,No,6,1,31.0,Charlie_1120
9,83,No,8,0,80.0,David_1120
7,81,Yes,4,5,71.0,Eve_1120
7,78,No,5,0,69.0,Alice_1121
1,58,No,6,8,34.0,Bob_1121
2,90,Yes,4,9,69.0,Charlie_1121
4,58,No,7,4,44.0,David_1121
4,51,Yes,4,0,30.0,Eve_1121
3,91,Yes,6,7,73.0,Alice_1122
7,61,Yes,8,0,52.0,Bob_1122
8,86,Yes,5,3,81.0,Charlie_1122
2,76,No,6,6,52.0,David_1122
4,95,No,4,3,77.0,Eve_1122
3,69,Yes,4,4,44.0,Alice_1123
2,85,No,6,6,62.0,Bob_1123
6,51,Yes,9,3,44.0,Charlie_1123
4,68,No,9,4,51.0,David_1123
6,60,No,6,6,48.0,Eve_1123
2,50,Yes,9,0,30.0,Alice_1124
4,99,No,6,2,82.0,Bob_1124
6,76,Yes,8,0,61.0,Charlie_1124
5,87,No,6,2,72.0,David_1124
3,97,No,7,1,78.0,Eve_1124
8,57,No,5,4,53.0,Alice_1125
7,83,Yes,5,9,78.0,Bob_1125
3,98,Yes,7,4,79.0,Charlie_1125
6,66,Yes,4,9,56.0,David_1125
4,76,No,4,8,58.0,Eve_1125
5,87,Yes,4,7,72.0,Alice_1126
5,51,Yes,4,2,37.0,Bob_1126
